# RNAseq_stressmatched_transcriptcounts.txt - counts to transcripts from multiBamCov
# Run from process_RNAseq.Rmd
# RNA_stressmatched_StefanBresson2020, date 26-09-2020
seqname	source	feature	start	end	score	strand	frame	attributes	RNA_A_30	RNA_B_30	RNA_C_GE	RNA_D_GE	RNA_E_42	RNA_F_42
chrIV	SGD	primary_transcript	1480417	1481045	.	+	.	ypd=380;ID=YDR519W_id620	3812	2471	1911	1399	1811	1550
chrIV	yeastutrgff	primary_transcript	1483670	1485328	.	-	.	ID=YDR522C_tx0	7	2	7	2	52	26
chrIV	SGD	primary_transcript	1485514	1487263	.	-	.	ypd=1;ID=YDR523C_id001	154	80	70	49	111	49
chrIV	SGD	primary_transcript	1487233	1489057	.	-	.	ypd=5;ID=YDR524C_id018	2467	1687	1708	1119	500	412
chrIV	SGD	primary_transcript	1490568	1491062	.	+	.	ypd=83;ID=YDR525W-A_id180	510	292	1193	773	600	511
chrIV	SGD	primary_transcript	1491041	1492487	.	+	.	ypd=5;ID=YDR527W_id031	4031	2604	2560	1643	971	914
chrIV	SGD	primary_transcript	1494279	1495999	.	+	.	ypd=3;ID=YDR528W_id005	3170	2162	385	224	1177	808
chrIV	SGD	primary_transcript	1495975	1496590	.	-	.	ypd=103;ID=YDR529C_id303	6971	4655	6217	4368	11021	8881
chrIV	SGD	primary_transcript	1496638	1497773	.	-	.	ypd=7;ID=YDR530C_id059	1261	809	2574	1741	1065	1060
chrIV	SGD	primary_transcript	1498187	1499417	.	+	.	ypd=12;ID=YDR531W_id063	5241	3527	2843	2002	1782	1644
chrIV	SGD	primary_transcript	1499332	1500586	.	-	.	ypd=3;ID=YDR532C_id011	1666	1046	2072	1353	1168	1099
chrIV	SGD	primary_transcript	1501221	1502188	.	-	.	ypd=9;ID=YDR533C_id021	2083	1415	1779	1303	13045	10438
chrIV	yeastutrgff	primary_transcript	1503189	1504925	.	-	.	ID=YDR534C_tx0	251	150	391	221	106	95
chrIV	yeastutrgff	primary_transcript	1507980	1509839	.	+	.	ID=YDR536W_tx0	60	20	106	54	60	52
chrIV	SGD	primary_transcript	1510841	1511919	.	+	.	ypd=18;ID=YDR538W_id018	1355	940	1635	1127	768	715
chrIV	SGD	primary_transcript	1512062	1513665	.	+	.	ypd=10;ID=YDR539W_id065	3113	2009	2521	1767	1693	1618
chrIV	SGD	primary_transcript	1516801	1517797	.	-	.	ypd=2;ID=YDR540C_id006	437	271	1064	768	1384	1090
chrIV	yeastutrgff	primary_transcript	1523224	1523736	.	+	.	ID=YDR542W_tx0	15	11	23	14	16	5
chrIV	yeastutrgff	primary_transcript	1526296	1531836	.	+	.	ID=YDR545W_tx0	6771	4151	4511	2823	3514	3438
chrV	SGD	primary_transcript	150199	151017	.	-	.	ypd=210;ID=YEL001C_id080	8853	5845	3393	2387	2269	2089
chrV	SGD	primary_transcript	148633	150064	.	-	.	ypd=13;ID=YEL002C_id035	12884	8469	6682	4707	5034	4763
chrV	SGD	primary_transcript	148157	148737	.	+	.	ypd=15;ID=YEL003W_id007	3733	2440	1664	1149	1033	932
chrV	SGD	primary_transcript	146881	148091	.	+	.	ypd=4;ID=YEL004W_id010	1054	628	940	664	764	725
chrV	SGD	primary_transcript	145834	146791	.	-	.	ypd=14;ID=YEL005C_id020	862	571	1240	786	944	910
chrV	SGD	primary_transcript	144294	145651	.	+	.	ypd=3;ID=YEL006W_id031	3170	2014	2925	2003	1700	1530
chrV	yeastutrgff	primary_transcript	141867	144017	.	+	.	ID=YEL007W_tx0	10994	7158	3372	2248	2735	3279
chrV	SGD	primary_transcript	138823	140334	.	-	.	ypd=5445;ID=YEL009C_id287	60122	39500	26153	18026	9590	8755
chrV	SGD	primary_transcript	133089	135343	.	+	.	ypd=2;ID=YEL011W_id015	1739	1130	38958	24157	13109	11940
chrV	SGD	primary_transcript	131677	132660	.	+	.	ypd=11;ID=YEL012W_id026	1599	1014	4375	3164	2031	2107
chrV	SGD	primary_transcript	128573	131010	.	+	.	ypd=3;ID=YEL013W_id008	7781	5012	5708	3934	5254	5563
chrV	SGD	primary_transcript	126596	128362	.	+	.	ypd=5;ID=YEL015W_id043	6086	4110	5323	3674	1534	1659
chrV	SGD	primary_transcript	124645	126401	.	-	.	ypd=5;ID=YEL016C_id024	2622	1713	1815	1247	721	670
chrV	SGD	primary_transcript	122331	122959	.	-	.	ypd=3285;ID=YEL017C-A_id365	25085	16625	10153	7531	7605	6304
chrV	SGD	primary_transcript	123605	124761	.	+	.	ypd=16;ID=YEL017W_id028	2707	1778	2434	1535	1741	1716
chrV	SGD	primary_transcript	121467	122392	.	+	.	ypd=21;ID=YEL018W_id068	1522	1010	1345	920	642	548
chrV	SGD	primary_transcript	120343	121311	.	-	.	ypd=1;ID=YEL019C_id001	339	237	312	220	204	165
chrV	SGD	primary_transcript	117160	117566	.	+	.	ypd=102;ID=YEL020W-A_id207	1900	1273	1300	876	1214	1053
chrV	SGD	primary_transcript	116134	117023	.	+	.	ypd=87;ID=YEL021W_id228	0	0	0	0	0	0
chrV	SGD	primary_transcript	111340	115873	.	+	.	ypd=1;ID=YEL022W_id001	9474	6420	4691	3191	2555	2589
chrV	SGD	primary_transcript	107159	108307	.	+	.	ypd=14;ID=YEL024W_id135	5240	3549	6854	4843	8641	6761
chrV	SGD	primary_transcript	101853	102394	.	+	.	ypd=4671;ID=YEL026W_id497	12123	7884	2373	1465	1087	817
chrV	SGD	primary_transcript	100706	101504	.	+	.	ypd=68979;ID=YEL027W_id685	34347	22902	18172	12445	9887	9633
chrV	SGD	primary_transcript	96494	97861	.	-	.	ypd=7;ID=YEL029C_id006	1867	1245	773	587	423	392
chrV	SGD	primary_transcript	94191	96948	.	+	.	ypd=1;ID=YEL030W_id001	873	568	1277	875	800	786
chrV	SGD	primary_transcript	90227	93998	.	+	.	ypd=3;ID=YEL031W_id012	23356	14638	8995	5676	11136	10181
chrV	SGD	primary_transcript	86853	90004	.	+	.	ypd=3;ID=YEL032W_id003	6776	4104	3203	2016	1450	1314
chrV	SGD	primary_transcript	85623	86181	.	+	.	ypd=40460;ID=YEL034W_id906	81117	53531	30143	20434	37826	33757
chrV	SGD	primary_transcript	82966	84697	.	-	.	ypd=43;ID=YEL036C_id021	5995	4025	2682	1739	878	920
chrV	SGD	primary_transcript	81233	82762	.	-	.	ypd=6;ID=YEL037C_id032	9927	6579	5267	3424	4729	5009
chrV	SGD	primary_transcript	80443	81196	.	+	.	ypd=23;ID=YEL038W_id084	2802	1828	2039	1338	1714	1699
chrV	SGD	primary_transcript	79525	80157	.	-	.	ypd=2;ID=YEL039C_id017	446	375	4921	3290	13875	11481
chrV	SGD	primary_transcript	78032	79555	.	+	.	ypd=23;ID=YEL040W_id152	26958	17670	3782	2490	2327	2226
chrV	yeastutrgff	primary_transcript	75919	77556	.	+	.	ID=YEL041W_tx0	483	371	857	554	1278	1337
chrV	SGD	primary_transcript	73627	75471	.	+	.	ypd=19;ID=YEL042W_id072	13059	8080	4523	2801	1566	1505
chrV	SGD	primary_transcript	70465	73440	.	+	.	ypd=2;ID=YEL043W_id005	5940	3840	3993	2486	2514	2521
chrV	SGD	primary_transcript	69751	70382	.	+	.	ypd=17;ID=YEL044W_id107	1850	1244	1418	941	951	850
chrV	SGD	primary_transcript	67043	68894	.	-	.	ypd=127;ID=YEL046C_id072	20973	13058	10166	6274	4042	3073
chrV	yeastutrgff	primary_transcript	65260	66822	.	-	.	ID=YEL047C_tx0	6678	4201	3990	2499	5196	4914
chrV	SGD	primary_transcript	64168	65172	.	-	.	ypd=13;ID=YEL048C_id052	1713	1109	694	458	181	147
chrV	SGD	primary_transcript	63710	64235	.	+	.	ypd=1;ID=YEL049W_id005	17	21	38	18	53	40
chrV	SGD	primary_transcript	59516	60902	.	-	.	ypd=19;ID=YEL050C_id126	3328	2180	2830	1997	1948	1881
chrV	SGD	primary_transcript	58331	59248	.	+	.	ypd=197;ID=YEL051W_id247	14357	9504	7517	5357	4528	4515
chrV	SGD	primary_transcript	56536	58169	.	+	.	ypd=26;ID=YEL052W_id046	4409	2998	5446	3795	2873	2824
chrV	SGD	primary_transcript	53818	56185	.	-	.	ypd=7;ID=YEL053C_id007	2700	1741	1744	1180	557	510
chrV	SGD	primary_transcript	52641	53245	.	-	.	ypd=1716;ID=YEL054C_id959	39047	24649	13567	8599	2687	2082
chrV	SGD	primary_transcript	48399	51594	.	-	.	ypd=3;ID=YEL055C_id004	9370	6139	4267	2884	806	747
chrV	SGD	primary_transcript	47130	48483	.	+	.	ypd=1;ID=YEL056W_id004	3148	2057	3995	2730	1964	1901
chrV	SGD	primary_transcript	43236	44999	.	+	.	ypd=225;ID=YEL058W_id170	8226	5578	5136	3743	2549	2338
chrV	SGD	primary_transcript	42322	42663	.	-	.	ypd=7;ID=YEL059C-A_id058	298	208	195	135	156	147
chrV	SGD	primary_transcript	40008	42008	.	-	.	ypd=2;ID=YEL060C_id023	5334	3389	13190	8263	23961	19524
chrV	SGD	primary_transcript	36279	39660	.	-	.	ypd=1;ID=YEL061C_id001	5040	3186	3314	2399	1525	1549
chrV	SGD	primary_transcript	34386	36393	.	+	.	ypd=1;ID=YEL062W_id002	1581	1109	1880	1290	1469	1430
chrV	SGD	primary_transcript	31403	33681	.	-	.	ypd=3;ID=YEL063C_id016	9625	6289	6562	4440	3154	2981
chrV	SGD	primary_transcript	29469	31287	.	-	.	ypd=3;ID=YEL064C_id003	1339	880	1251	864	447	476
chrV	SGD	primary_transcript	27626	29611	.	+	.	ypd=5;ID=YEL065W_id039	6496	4189	3145	2288	1626	1933
chrV	SGD	primary_transcript	26644	27283	.	+	.	ypd=4;ID=YEL066W_id032	1334	877	784	599	670	690
chrV	yeastutrgff	primary_transcript	21412	23256	.	-	.	ID=YEL069C_tx0	5	2	13	16	29	24
chrV	SGD	primary_transcript	16319	17937	.	+	.	ypd=51;ID=YEL071W_id102	36377	23568	20951	14470	18224	18533
chrV	SGD	primary_transcript	13590	14724	.	+	.	ypd=7;ID=YEL072W_id007	912	598	496	327	441	427
chrV	SGD	primary_transcript	153471	156098	.	+	.	ypd=3;ID=YER001W_id001	14375	9569	3573	2352	1438	1232
chrV	SGD	primary_transcript	156754	157592	.	+	.	ypd=314;ID=YER002W_id110	5124	3480	2905	1935	635	552
chrV	SGD	primary_transcript	157656	159138	.	-	.	ypd=33;ID=YER003C_id228	15449	9844	7134	4708	4761	4195
chrV	SGD	primary_transcript	159572	160536	.	+	.	ypd=296;ID=YER004W_id090	5866	3901	3960	2751	3663	4107
chrV	SGD	primary_transcript	160506	162553	.	+	.	ypd=4;ID=YER005W_id012	3325	2225	2938	1859	1596	1622
chrV	SGD	primary_transcript	162684	164345	.	+	.	ypd=32;ID=YER006W_id089	9656	6348	4376	2961	768	667
chrV	SGD	primary_transcript	166148	166925	.	-	.	ypd=26;ID=YER007C-A_id271	6093	4124	2643	1816	1721	1505
chrV	SGD	primary_transcript	164506	166226	.	+	.	ypd=3;ID=YER007W_id006	946	595	791	542	420	370
chrV	SGD	primary_transcript	167724	171884	.	-	.	ypd=1;ID=YER008C_id002	7148	4487	5885	4062	5398	5174
chrV	SGD	primary_transcript	172081	172656	.	+	.	ypd=118;ID=YER009W_id277	16508	11065	6689	4788	4778	4393
chrV	SGD	primary_transcript	172545	173359	.	-	.	ypd=6;ID=YER010C_id041	2070	1411	1342	908	906	985
chrV	SGD	primary_transcript	175194	176183	.	+	.	ypd=11;ID=YER011W_id006	416	235	221	117	130	107
chrV	SGD	primary_transcript	177774	178569	.	+	.	ypd=26;ID=YER012W_id148	9294	6152	5714	3956	7903	7773
chrV	yeastutrgff	primary_transcript	178816	182403	.	+	.	ID=YER013W_tx0	2848	1861	2275	1469	1647	1562
chrV	yeastutrgff	primary_transcript	183606	184725	.	-	.	ID=YER014C-A_tx0	36	24	39	18	15	16
chrV	SGD	primary_transcript	182564	184334	.	+	.	ypd=2;ID=YER014W_id008	3009	2007	2649	1816	2550	2561
chrV	yeastutrgff	primary_transcript	184516	186900	.	+	.	ID=YER015W_tx0	896	614	3633	2147	523	602
chrV	SGD	primary_transcript	188257	189424	.	+	.	ypd=2;ID=YER016W_id011	5141	3328	2578	1750	1437	1406
chrV	SGD	primary_transcript	189340	191884	.	-	.	ypd=2;ID=YER017C_id002	5844	3790	4494	2884	4489	4318
chrV	SGD	primary_transcript	191885	192679	.	-	.	ypd=16;ID=YER018C_id047	1035	682	1049	791	547	489
chrV	SGD	primary_transcript	194218	194592	.	-	.	ypd=166;ID=YER019C-A_id484	6944	4527	4151	2757	2288	2243
chrV	SGD	primary_transcript	192751	194318	.	+	.	ypd=2;ID=YER019W_id003	3270	2086	2715	1731	1333	1244
chrV	SGD	primary_transcript	195086	196657	.	+	.	ypd=4;ID=YER020W_id041	2891	1856	6078	4101	4419	3730
chrV	SGD	primary_transcript	196917	198645	.	+	.	ypd=16;ID=YER021W_id016	14935	10003	12973	8962	13816	13488
chrV	SGD	primary_transcript	198782	200974	.	+	.	ypd=9;ID=YER022W_id005	3482	2403	3992	2688	1749	1712
chrV	SGD	primary_transcript	201051	202005	.	+	.	ypd=2466;ID=YER023W_id375	13231	8616	6113	3830	5184	5051
chrV	yeastutrgff	primary_transcript	202167	205088	.	+	.	ID=YER024W_tx0	2277	1475	4467	3134	2450	2146
chrV	SGD	primary_transcript	205193	207092	.	+	.	ypd=57;ID=YER025W_id062	22159	14392	8526	5769	2554	2437
chrV	SGD	primary_transcript	207515	208539	.	-	.	ypd=97;ID=YER026C_id095	14333	9639	9309	6345	4766	5519
chrV	SGD	primary_transcript	208749	210301	.	-	.	ypd=4;ID=YER027C_id020	4325	2927	4010	2776	2662	2643
chrV	SGD	primary_transcript	210629	211944	.	-	.	ypd=6;ID=YER028C_id006	1014	641	2428	1380	185	163
chrV	SGD	primary_transcript	212475	213243	.	-	.	ypd=15;ID=YER029C_id011	1852	1256	1784	1161	626	654
chrV	SGD	primary_transcript	213424	214018	.	+	.	ypd=44;ID=YER030W_id295	6180	3936	3775	2448	4034	4150
chrV	SGD	primary_transcript	213928	214781	.	-	.	ypd=39;ID=YER031C_id208	9332	6117	3442	2383	2126	2335
chrV	SGD	primary_transcript	215004	217951	.	+	.	ypd=3;ID=YER032W_id003	3756	2393	1574	1047	817	876
chrV	yeastutrgff	primary_transcript	217932	221312	.	-	.	ID=YER033C_tx0	1520	922	2749	1765	3067	2665
chrV	SGD	primary_transcript	221833	222652	.	+	.	ypd=9;ID=YER034W_id042	897	603	799	478	1068	954
chrV	SGD	primary_transcript	222564	223215	.	+	.	ypd=9;ID=YER035W_id105	1285	849	3905	2501	6541	4646
chrV	SGD	primary_transcript	223263	225225	.	-	.	ypd=23;ID=YER036C_id082	24840	16216	8653	5974	6613	6108
chrV	SGD	primary_transcript	225868	227074	.	+	.	ypd=3;ID=YER037W_id007	1563	1046	6235	4356	15569	12685
chrV	SGD	primary_transcript	226056	228262	.	-	.	ypd=2;ID=YER038C_id001	1275	796	965	617	296	289
chrV	SGD	primary_transcript	228360	229450	.	-	.	ypd=2;ID=YER039C_id001	552	394	891	598	667	621
chrV	SGD	primary_transcript	229710	232250	.	+	.	ypd=2;ID=YER040W_id003	3048	1923	2431	1668	1073	1049
chrV	SGD	primary_transcript	232411	234908	.	+	.	ypd=5;ID=YER041W_id009	1648	1060	2044	1349	1184	1165
chrV	SGD	primary_transcript	234929	235558	.	+	.	ypd=12;ID=YER042W_id129	3977	2667	1649	1095	990	987
chrV	SGD	primary_transcript	235535	237143	.	-	.	ypd=538;ID=YER043C_id156	57439	37238	19829	13415	9723	9103
chrV	SGD	primary_transcript	237432	238055	.	-	.	ypd=57;ID=YER044C_id190	1827	1251	2023	1415	1461	1358
chrV	yeastutrgff	primary_transcript	238335	239799	.	-	.	ID=YER044C-A_tx0	170	117	162	136	82	87
chrV	SGD	primary_transcript	239884	241714	.	-	.	ypd=5;ID=YER045C_id004	925	546	1246	809	535	609
chrV	SGD	primary_transcript	242514	243665	.	+	.	ypd=6;ID=YER046W_id008	846	596	1358	912	713	648
chrV	yeastutrgff	primary_transcript	243685	246528	.	-	.	ID=YER047C_tx0	2757	1799	3604	2329	1618	1746
chrV	SGD	primary_transcript	246861	248224	.	-	.	ypd=93;ID=YER048C_id159	10850	7021	6935	4646	8029	7724
chrV	SGD	primary_transcript	250637	251330	.	+	.	ypd=154;ID=YER048W-A_id140	4018	2623	2847	1894	2512	2283
chrV	SGD	primary_transcript	251646	253754	.	+	.	ypd=18;ID=YER049W_id013	11135	7450	3132	2346	1025	974
chrV	SGD	primary_transcript	253859	254434	.	-	.	ypd=19;ID=YER050C_id117	2367	1590	2312	1465	1959	1676
chrV	SGD	primary_transcript	254643	256152	.	+	.	ypd=1;ID=YER051W_id001	1269	862	1317	925	1136	971
chrV	SGD	primary_transcript	256264	258022	.	-	.	ypd=4;ID=YER052C_id029	17823	11634	6731	4328	2411	2094
chrV	SGD	primary_transcript	258578	259737	.	-	.	ypd=15;ID=YER053C_id078	2104	1445	15182	10061	4206	4350
chrV	SGD	primary_transcript	260553	261088	.	-	.	ypd=2;ID=YER053C-A_id010	414	251	1961	1260	14123	9712
chrV	yeastutrgff	primary_transcript	261927	263723	.	-	.	ID=YER054C_tx0	520	350	7393	4900	7293	7128
chrV	SGD	primary_transcript	264760	265811	.	-	.	ypd=44;ID=YER055C_id186	33262	21908	9026	6395	2548	2577
chrV	SGD	primary_transcript	266391	268200	.	-	.	ypd=159;ID=YER056C_id068	21890	14404	12894	8756	1185	1108
chrV	SGD	primary_transcript	269344	270217	.	-	.	ypd=3151;ID=YER056C-A_id500	27765	17770	9077	5776	3679	2519
chrV	SGD	primary_transcript	270653	271169	.	-	.	ypd=212;ID=YER057C_id397	4810	2936	2279	1488	1311	1289
chrV	SGD	primary_transcript	271736	272207	.	+	.	ypd=4;ID=YER058W_id075	768	537	789	541	1339	1302
chrV	SGD	primary_transcript	272442	273958	.	+	.	ypd=10;ID=YER059W_id021	1921	1323	3405	2332	1730	1686
chrV	SGD	primary_transcript	274526	276250	.	+	.	ypd=1;ID=YER060W_id001	1443	939	755	486	333	285
chrV	SGD	primary_transcript	276488	278311	.	+	.	ypd=1;ID=YER060W-A_id001	545	316	312	186	108	89
chrV	SGD	primary_transcript	278236	279666	.	-	.	ypd=4;ID=YER061C_id014	1394	873	2748	1961	1151	1264
chrV	SGD	primary_transcript	279755	280823	.	-	.	ypd=16;ID=YER062C_id060	6765	4539	8191	5738	8111	7440
chrV	SGD	primary_transcript	281649	282512	.	+	.	ypd=54;ID=YER063W_id115	5067	3271	3901	2304	2355	2189
chrV	SGD	primary_transcript	282443	284312	.	-	.	ypd=42;ID=YER064C_id031	6878	4421	7950	4821	1339	1380
chrV	SGD	primary_transcript	285114	287255	.	-	.	ypd=2;ID=YER065C_id001	1017	604	2619	1858	663	545
chrV	SGD	primary_transcript	291990	292641	.	+	.	ypd=168;ID=YER067W_id225	1082	650	54686	36944	53307	33212
chrV	SGD	primary_transcript	292964	294928	.	+	.	ypd=5;ID=YER068W_id007	4007	2604	3672	2558	1558	1769
chrV	SGD	primary_transcript	295349	298162	.	+	.	ypd=3;ID=YER069W_id003	17533	11358	7165	5002	3979	3212
chrV	SGD	primary_transcript	298872	301822	.	+	.	ypd=8;ID=YER070W_id002	29234	19152	6220	4010	3499	2975
chrV	SGD	primary_transcript	302788	303341	.	+	.	ypd=2362;ID=YER072W_id599	6423	4173	3351	2158	3334	3044
chrV	SGD	primary_transcript	303952	305865	.	+	.	ypd=20;ID=YER073W_id013	23012	15083	5901	3849	1149	801
chrV	SGD	primary_transcript	306297	307292	.	+	.	ypd=163;ID=YER074W_id389	57988	37906	18716	12571	4507	3539
chrV	SGD	primary_transcript	307639	308196	.	+	.	ypd=70;ID=YER074W-A_id255	2014	1281	1313	904	1008	967
chrV	yeastutrgff	primary_transcript	308288	311224	.	-	.	ID=YER075C_tx0	3253	2034	1890	1237	385	393
chrV	SGD	primary_transcript	316723	318552	.	-	.	ypd=5;ID=YER078C_id005	3033	1996	3249	2288	1430	1432
chrV	SGD	primary_transcript	319932	321943	.	+	.	ypd=5;ID=YER080W_id010	7645	4774	5960	3961	4789	4925
chrV	SGD	primary_transcript	322213	324278	.	+	.	ypd=4;ID=YER081W_id001	12598	8313	8880	6029	4555	3677
chrV	SGD	primary_transcript	324180	325990	.	-	.	ypd=18;ID=YER082C_id027	5597	3726	2083	1468	471	453
chrV	SGD	primary_transcript	326130	327049	.	-	.	ypd=141;ID=YER083C_id162	3691	2355	2265	1353	1803	1842
chrV	SGD	primary_transcript	328438	330346	.	+	.	ypd=32;ID=YER086W_id129	19365	12485	4961	3397	1588	1478
chrV	SGD	primary_transcript	332374	332870	.	-	.	ypd=198;ID=YER087C-B_id141	7475	4767	3568	2257	2722	2082
chrV	SGD	primary_transcript	330530	332475	.	+	.	ypd=4;ID=YER087W_id003	1740	1132	2079	1476	1463	1520
chrV	SGD	primary_transcript	333041	335246	.	-	.	ypd=5;ID=YER088C_id015	11089	7052	16981	9984	7085	6531
chrV	SGD	primary_transcript	335873	337652	.	-	.	ypd=30;ID=YER089C_id071	8027	5133	3080	1868	2924	2934
chrV	SGD	primary_transcript	337918	339619	.	+	.	ypd=23;ID=YER090W_id064	16337	10809	6957	4686	2604	2363
chrV	SGD	primary_transcript	339639	342237	.	-	.	ypd=20;ID=YER091C_id015	80266	51918	25196	18888	4673	4909
chrV	SGD	primary_transcript	342846	343487	.	+	.	ypd=47;ID=YER092W_id050	1794	1251	917	615	809	730
chrV	yeastutrgff	primary_transcript	343195	347637	.	-	.	ID=YER093C_tx0	2879	1933	2115	1416	1582	1632
chrV	SGD	primary_transcript	347774	348423	.	-	.	ypd=1;ID=YER093C-A_id004	412	274	582	406	282	302
chrV	SGD	primary_transcript	348575	349436	.	-	.	ypd=362;ID=YER094C_id210	9568	6252	6851	4804	8600	8628
chrV	SGD	primary_transcript	349913	351414	.	+	.	ypd=22;ID=YER095W_id032	3891	2542	4497	3136	7049	5413
chrV	SGD	primary_transcript	351534	353265	.	+	.	ypd=1;ID=YER096W_id003	503	309	576	427	1084	1240
chrV	SGD	primary_transcript	355283	357934	.	+	.	ypd=1;ID=YER098W_id002	1049	679	4151	2803	1851	1720
chrV	SGD	primary_transcript	358031	359106	.	-	.	ypd=11;ID=YER099C_id047	3281	2185	2755	1858	1201	1236
chrV	SGD	primary_transcript	359527	360406	.	+	.	ypd=27;ID=YER100W_id107	4512	3047	3252	2215	2860	2620
chrV	SGD	primary_transcript	360378	361825	.	-	.	ypd=4;ID=YER101C_id018	1189	772	1737	1122	969	942
chrV	SGD	primary_transcript	362714	363844	.	+	.	ypd=167;ID=YER102W_id112	82244	54962	28101	19486	6416	5004
chrV	SGD	primary_transcript	364405	366645	.	+	.	ypd=4;ID=YER103W_id019	4105	2755	85670	56237	1152613	938328
chrV	SGD	primary_transcript	366784	367808	.	+	.	ypd=71;ID=YER104W_id038	735	528	796	518	267	259
chrV	SGD	primary_transcript	367593	372032	.	-	.	ypd=2;ID=YER105C_id001	9365	5759	7108	4595	3404	3727
chrV	yeastutrgff	primary_transcript	372301	373359	.	+	.	ID=YER106W_tx0	40	21	63	44	63	31
chrV	SGD	primary_transcript	373339	374738	.	-	.	ypd=7;ID=YER107C_id054	4882	3323	3228	2225	1497	1414
chrV	SGD	primary_transcript	378639	382228	.	-	.	ypd=5;ID=YER110C_id020	18844	11997	5218	3682	1086	859
chrV	yeastutrgff	primary_transcript	382470	385901	.	-	.	ID=YER111C_tx0	5619	3715	2946	2078	2971	3345
chrV	SGD	primary_transcript	387131	387888	.	+	.	ypd=20;ID=YER112W_id009	4397	2982	3025	2138	1483	1425
chrV	SGD	primary_transcript	387786	390185	.	-	.	ypd=2;ID=YER113C_id004	4728	3115	2280	1550	1601	1670
chrV	yeastutrgff	primary_transcript	390465	393737	.	-	.	ID=YER114C_tx0	5985	3833	3991	2498	1963	1895
chrV	SGD	primary_transcript	394179	395084	.	-	.	ypd=15;ID=YER115C_id060	1725	1128	1414	880	790	702
chrV	SGD	primary_transcript	394986	396272	.	-	.	ypd=3;ID=YER116C_id026	1775	1084	1680	1054	1259	1224
chrV	SGD	primary_transcript	396749	397716	.	+	.	ypd=23035;ID=YER117W_id1533	49607	32806	17618	12456	4261	3311
chrV	SGD	primary_transcript	397814	399241	.	-	.	ypd=7;ID=YER118C_id062	5137	3340	2057	1471	681	656
chrV	SGD	primary_transcript	399401	400868	.	-	.	ypd=18;ID=YER119C_id052	2696	1660	2361	1391	4334	4197
chrV	SGD	primary_transcript	401101	401971	.	+	.	ypd=464;ID=YER120W_id337	11793	7468	6448	3795	4627	4235
chrV	SGD	primary_transcript	402728	404433	.	-	.	ypd=8;ID=YER122C_id006	13068	8499	6573	4572	4398	4228
chrV	SGD	primary_transcript	404625	406766	.	+	.	ypd=14;ID=YER123W_id022	4707	3073	4428	3082	1344	1433
chrV	SGD	primary_transcript	407001	409103	.	-	.	ypd=11;ID=YER124C_id065	19461	13202	20208	13394	5973	7747
chrV	SGD	primary_transcript	409704	413011	.	+	.	ypd=2;ID=YER125W_id008	8824	5549	8187	5903	5098	5039
chrV	SGD	primary_transcript	413193	414206	.	-	.	ypd=47;ID=YER126C_id094	5858	3873	1713	1140	429	363
chrV	SGD	primary_transcript	414451	415673	.	+	.	ypd=31;ID=YER127W_id019	3570	2415	1240	890	278	242
chrV	SGD	primary_transcript	415854	416622	.	+	.	ypd=6;ID=YER128W_id059	920	592	490	314	309	291
chrV	yeastutrgff	primary_transcript	417256	420834	.	+	.	ID=YER129W_tx0	6457	4209	4751	3083	2569	2518
chrV	SGD	primary_transcript	420903	422513	.	-	.	ypd=6;ID=YER130C_id018	2783	1798	1648	1237	1470	1346
chrV	SGD	primary_transcript	423536	424431	.	+	.	ypd=227;ID=YER131W_id266	45177	29485	17451	11797	2571	1953
chrV	yeastutrgff	primary_transcript	425063	430474	.	-	.	ID=YER132C_tx0	2492	1584	1013	657	958	835
chrV	SGD	primary_transcript	432426	434396	.	+	.	ypd=7;ID=YER133W_id012	18990	12427	15632	10640	15588	14040
chrV	SGD	primary_transcript	437022	437849	.	-	.	ypd=24;ID=YER134C_id129	2393	1499	2607	1609	2430	2238
chrV	SGD	primary_transcript	439541	441295	.	+	.	ypd=21;ID=YER136W_id075	15622	10524	10987	7671	10137	9811
chrV	SGD	primary_transcript	450364	451378	.	-	.	ypd=4;ID=YER139C_id053	1040	698	1094	761	746	767
chrV	SGD	primary_transcript	451493	453628	.	+	.	ypd=2;ID=YER140W_id001	2292	1525	2136	1415	1068	1124
chrV	SGD	primary_transcript	453429	455158	.	+	.	ypd=14;ID=YER141W_id074	5198	3462	7638	5068	5944	5750
chrV	SGD	primary_transcript	455110	456054	.	-	.	ypd=5;ID=YER142C_id122	1060	714	1636	1125	2702	2699
chrV	SGD	primary_transcript	456300	457807	.	+	.	ypd=5;ID=YER143W_id021	2359	1579	3372	2399	2950	3088
chrV	SGD	primary_transcript	457689	460232	.	-	.	ypd=3;ID=YER144C_id012	2514	1625	2566	1650	1961	1862
chrV	SGD	primary_transcript	460426	461761	.	-	.	ypd=57;ID=YER145C_id111	18562	11391	3587	2436	2559	2726
chrV	SGD	primary_transcript	462539	462951	.	+	.	ypd=34;ID=YER146W_id049	2863	1983	1704	1209	1243	1114
chrV	SGD	primary_transcript	462965	464908	.	-	.	ypd=9;ID=YER147C_id023	1554	1030	1153	812	505	555
chrV	SGD	primary_transcript	465110	466214	.	+	.	ypd=443;ID=YER148W_id072	10480	6935	4901	3304	3582	3132
chrV	SGD	primary_transcript	466130	467521	.	-	.	ypd=19;ID=YER149C_id014	2318	1511	1707	1209	1128	841
